242	1	21
242	2	16
243	1	7
243	2	5
244	1	20
244	2	16
246	1	7
246	2	9
247	1	15
247	2	15
249	1	3
250	1	3
250	2	8
251	1	58
252	1	5
252	2	9
253	1	10
253	2	7
255	1	8
255	2	4
256	1	14
258	1	15
258	2	12
259	1	5
259	2	4
260	1	2
260	2	7
261	1	17
262	1	11
263	1	8
264	1	24
265	1	6
270	1	17
270	2	10
271	1	47
272	1	2
272	2	5
273	1	52
274	1	6
274	2	12
275	1	13
276	1	10
278	1	37
279	1	20
280	1	1
280	2	3
281	1	15
283	1	42
285	1	10
286	1	11
286	2	5
287	1	1
288	1	6
289	1	2
290	1	41
290	2	48
290	3	39
290	4	24
290	5	14
290	6	6
291	1	4
292	1	23
292	2	20
293	1	3
294	1	1
295	1	1
297	1	7
298	1	16
299	1	9
299	2	9
300	1	8
301	1	14
301	2	5
302	1	11
303	1	13
304	1	9
304	2	7
305	1	11
305	2	21
306	1	15
307	1	3
308	1	32
308	2	10
309	1	11
311	1	5
312	1	11
313	1	15
315	1	13
317	1	15
318	1	19
318	2	9
318	3	4
321	1	26
321	2	10
322	1	2045
323	1	12
323	2	4
324	1	1
325	1	6
327	1	7
328	1	7
329	1	13
331	1	12
332	1	10
333	1	13
333	2	9
334	1	2
334	2	5
334	3	6
339	1	2
339	2	15
341	1	7
341	2	13
341	3	12
342	1	25
343	1	12
344	1	3
345	1	1
346	1	20
346	2	8
349	1	22
350	1	3
351	1	14
352	1	14
352	2	12
353	1	6
353	2	9
353	3	6
354	1	21
354	2	8
354	3	6
355	1	12
356	1	1531
357	1	17
357	2	11
358	1	4
360	1	13
361	1	10
361	2	4
363	1	11
363	2	18
364	1	10
364	2	9
365	1	10
365	2	3
366	1	20
367	1	9
370	1	4
371	1	12
371	2	5
372	1	20
372	2	18
374	1	10
374	2	7
374	3	6
375	1	17
376	1	6
377	1	17
377	2	16
378	1	25
378	2	10
379	1	5
380	1	7
380	2	6
382	1	74
382	2	7
383	1	9
383	2	6
384	1	12
384	2	22
385	1	28
386	1	8
389	1	22
389	2	3
391	1	20
392	1	15
392	2	10
393	1	4
394	1	16
394	2	8
396	1	12
397	1	22
397	2	20
398	1	18
399	1	2
400	1	9
401	1	6
401	2	6
402	1	13
403	1	8
404	1	6
404	2	4
404	3	4
405	1	1
405	2	3
407	1	9
408	1	17
409	1	4
409	2	6
409	3	3
410	1	15
411	1	14
412	1	6
412	2	5
413	1	2
413	2	4
414	1	16
414	2	10
415	1	9
416	1	20
418	1	1
419	1	4
422	1	9
423	1	37
423	2	3
424	1	24
425	1	8
426	1	8
426	2	10
428	1	7
429	1	10
429	2	10
430	1	4
430	2	15
431	1	2
431	2	1
432	1	1
432	2	13
432	3	5
433	1	9
435	1	2
435	2	4
438	1	25
439	1	2
441	1	19
441	2	7
442	1	7
443	1	3
443	2	8
444	1	8
444	2	4
445	1	5
446	1	9
447	1	4
447	2	5
448	1	32
449	1	20
449	2	10
450	1	6
450	2	6
451	1	370
452	1	52
453	1	10
453	2	5
454	1	9
454	2	15
455	1	103
455	2	3
456	1	9
456	2	11
457	1	6
457	2	8
458	1	19
459	1	5
459	2	8
460	1	7
460	2	9
461	1	3
461	2	3
462	1	11
462	2	7
464	1	46
465	1	21
469	1	10
471	1	10
472	1	19
473	1	5
474	1	16
474	2	13
475	1	13
476	1	2
477	1	10
478	1	15
478	2	6
479	1	11
479	2	13
480	1	19
482	1	4
484	1	4
485	1	4
485	2	1
485	3	5
486	1	35
487	1	2
488	1	3
488	2	23
489	1	24
490	1	28
491	1	4
492	1	14
494	1	18
494	2	8
494	3	7
495	1	10
495	2	6
496	1	4
498	1	773
500	1	16
501	1	16
502	1	6
502	2	4
503	1	14
503	2	14
504	1	23
504	2	15
505	1	4
506	1	6
507	1	43
508	1	12
508	2	6
509	1	9
510	1	22
511	1	1
511	2	9
512	1	1
513	1	3
513	2	5
514	1	2
515	1	3
516	1	9
516	2	3
517	1	6
518	1	5
519	1	332
520	1	16
520	2	15
521	1	4
522	1	5
522	2	8
523	1	11
523	2	7
523	3	11
523	4	7
524	1	13
524	2	12
525	1	4
526	1	6
527	1	15
528	1	19
529	1	8
530	1	21
530	2	13
531	1	6
532	1	11
532	2	5
532	3	7
534	1	22
536	1	10
537	1	25
538	1	2
538	2	2
538	3	11
539	1	12
539	2	3
540	1	14
542	1	12
542	2	20
544	1	30
545	1	3
546	1	17
547	1	2
547	2	4
547	3	3
549	1	3
549	2	5
550	1	4
551	1	8
551	2	5
552	1	31
555	1	8
556	1	9
557	1	21
557	2	14
558	1	7
559	1	12
559	2	6
560	1	4
561	1	15
561	2	9
563	1	19
564	1	15
564	2	12
565	1	6
566	1	6
566	2	7
567	1	36
567	2	18
567	3	3
568	1	12
568	2	9
570	1	7
570	2	13
570	3	8
570	4	7
571	1	5
571	2	2
572	1	11
572	2	8
573	1	11
573	2	3
574	1	18
575	1	9
577	1	7
577	2	5
578	1	21
579	1	2
579	2	12
580	1	6
580	2	3
581	1	2
582	1	2
583	1	15
583	2	8
584	1	2
585	1	6
585	2	8
586	1	2
587	1	8
588	1	6
588	2	4
589	1	6
590	1	7
591	1	31
592	1	1
592	2	5
593	1	9
594	1	16
594	2	7
595	1	10
595	2	7
596	1	838
597	1	8
598	1	10
598	2	3
599	1	20
599	2	14
600	1	6
601	1	8
601	2	8
602	1	4
603	1	143
