1	1	1324
2	1	651
3	1	1337
4	1	884
5	1	444
6	1	1063
7	1	1256
8	1	129
8	2	101
9	1	203
10	1	12
10	2	4
11	1	1774
12	1	536
12	2	399
13	1	2080
14	1	1513
15	1	660
16	1	958
17	1	2060
18	1	4446
19	1	1386
20	1	1587
21	1	339
22	1	1414
23	1	1248
24	1	1248
25	1	584
26	1	1005
27	1	772
28	1	1485
29	1	1425
30	1	846
31	1	1436
32	1	471
33	1	1529
34	1	695
35	1	70
36	1	1064
37	1	1308
38	1	1349
39	1	551
40	1	3727
41	1	1568
42	1	1791
43	1	711
44	1	1090
45	1	898
46	1	1869
47	1	593
48	1	507
49	1	937
50	1	780
51	1	641
52	1	530
53	1	406
54	1	417
55	1	1245
56	1	377
57	1	604
58	1	1538
59	1	2034
60	1	688
61	1	1248
62	1	282
63	1	188
64	1	1076
65	1	632
66	1	1331
67	1	1671
68	1	746
69	1	1186
70	1	1783
71	1	659
72	1	622
73	1	1179
74	1	1032
75	1	1837
76	1	766
77	1	864
78	1	804
79	1	621
80	1	601
81	1	1439
82	1	1023
83	1	711
84	1	217
85	1	24665
86	1	1255
87	1	1821
88	1	1431
89	1	790
90	1	2021
90	2	304
91	1	1450
92	1	1031
93	1	1575
94	1	748
95	1	1141
96	1	1018
97	1	411
97	2	15
98	1	627
99	1	1211
100	1	867
101	1	634
102	1	2929
103	1	1126
104	1	717
105	1	766
106	1	684
107	1	977
108	1	1497
109	1	322
110	1	757
111	1	976
112	1	1337
113	1	872
114	1	2415
115	1	1581
116	1	584
117	1	633
118	1	454
119	1	428
120	1	753
121	1	3345
122	1	2560
123	1	836
124	1	861
125	1	320
126	1	2629
127	1	998
128	1	1735
129	1	1879
130	1	1836
131	1	1572
132	1	1154
133	1	3946
134	1	539
135	1	390
136	1	1055
137	1	1788
138	1	730
139	1	1324
140	1	1172
141	1	1428
142	1	2493
143	1	1420
144	1	3151
145	1	2129
146	1	516
147	1	1498
148	1	1113
149	1	994
150	1	1207
150	2	91
151	1	815
152	1	666
153	1	1655
154	1	651
155	1	1287
156	1	933
157	1	1665
158	1	1890
159	1	1142
160	1	1376
161	1	1651
162	1	138
163	1	1326
164	1	1093
165	1	1420
166	1	913
167	1	415
168	1	1490
169	1	508
170	1	977
170	2	751
171	1	1966
172	1	460
173	1	2893
174	1	766
175	1	926
176	1	519
177	1	331
178	1	893
179	1	1912
180	1	638
181	1	791
182	1	1135
183	1	208
184	1	706
185	1	751
186	1	1317
187	1	882
188	1	881
189	1	1002
190	1	679
191	1	1349
192	1	1465
193	1	1953
194	1	2060
195	1	407
196	1	2048
197	1	4738
198	1	1147
199	1	1563
199	2	69
200	1	1034
201	1	2114
202	1	1917
203	1	2272
204	1	1450
205	1	882
206	1	1721
207	1	1100
208	1	1472
209	1	2055
210	1	1682
211	1	2034
212	1	877
213	1	1119
213	2	15
214	1	1701
215	1	1667
216	1	2625
217	1	2419
218	1	3473
219	1	1729
220	1	1845
221	1	1778
222	1	2403
223	1	2070
224	1	1994
225	1	1501
226	1	2145
227	1	2347
228	1	844
229	1	2190
230	1	730
230	2	38
230	3	37
230	4	36
230	5	10
231	1	1418
232	1	2334
233	1	2091
234	1	1071
235	1	824
236	1	1607
237	1	1540
238	1	1755
239	1	1336
240	1	1355
241	1	2593
242	1	2072
243	1	1545
244	1	3163
245	1	2423
246	1	2801
247	1	1371
248	1	2124
249	1	1654
250	1	2061
251	1	1269
252	1	1634
253	1	2073
254	1	330
255	1	3924
256	1	3321
257	1	2872
258	1	1666
259	1	2792
260	1	2579
261	1	3897
262	1	989
263	1	2484
264	1	2487
265	1	2160
266	1	2569
267	1	960
268	1	2560
269	1	1922
270	1	1557
271	1	2016
272	1	1736
273	1	2239
274	1	1354
274	2	99
275	1	1764
276	1	2904
277	1	898
278	1	1239
279	1	1678
280	1	3252
281	1	1821
282	1	1542
282	2	34
282	3	19
282	4	8
282	5	9
282	6	9
282	7	6
282	8	6
282	9	6
282	10	4
282	11	3
282	12	3
283	1	5238
283	2	1699
284	1	1984
285	1	901
285	2	75
286	1	452
287	1	2587
288	1	1524
289	1	903
290	1	6626
290	2	2381
290	3	904
291	1	755
292	1	1796
293	1	2525
294	1	800
294	2	330
295	1	2060
296	1	1505
297	1	1753
298	1	2330
299	1	1450
300	1	1312
301	1	2745
302	1	1746
303	1	2709
304	1	2780
305	1	2620
306	1	1653
307	1	967
308	1	1124
309	1	2874
310	1	2742
311	1	1473
312	1	1319
312	2	642
313	1	814
314	1	1246
315	1	2821
316	1	632
316	2	10
316	3	8
316	4	9
316	5	9
316	6	6
316	7	6
316	8	5
317	1	1344
318	1	630
319	1	1571
320	1	1584
320	2	199
321	1	959
322	1	3432
323	1	1422
324	1	2401
324	2	72
325	1	441
326	1	2113
327	1	755
328	1	889
329	1	1480
330	1	1
331	1	2443
331	2	441
331	3	58
331	4	65
331	5	49
331	6	43
331	7	42
331	8	40
331	9	37
331	10	34
331	11	29
331	12	28
331	13	22
331	14	21
331	15	23
331	16	22
331	17	20
